,key_0,business_code,cust_number,name_customer,clear_date,buisness_year,posting_date,document_create_date,due_in_date,posting_id,baseline_create_date,cust_payment_terms,invoice_id,isOpen,total_open_amt(USD),Delay,bucket
1749,1749,U001,0200769623,WAL-MAR systems,2020-02-01,2020.0,2020-03-11,20200309,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,15148.57,6.056390291339209,"(0, 15]"
1750,1750,U001,0200794332,COST corporation,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAAX,U001,1,29666.97,6.056390291339209,"(0, 15]"
1751,1751,U001,0200759878,SA foundation,2020-02-01,2020.0,2020-03-11,20200309,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,40913.31,6.056390291339209,"(0, 15]"
1752,1752,U001,0200078795,Other,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,5288.25,6.056390291339209,"(0, 15]"
1753,1753,U001,200793568,SUPE corp,2020-01-21,2020.0,2020-03-11,20200310,2020-01-15 00:05:00,1.0,20200311.0,NAGD,U001,1,3430.35,6.056390291339209,"(0, 15]"
1754,1754,U001,0200148860,DOLLA ,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,29743.38,6.056390291339209,"(0, 15]"
1755,1755,CA02,0140104409,LOB corporation,2020-02-03,2020.0,2020-03-11,20200311,2020-01-28 00:03:00,1.0,20200318.0,CA10,CA02,1,32619.512000000002,6.056390291339209,"(0, 15]"
1756,1756,U001,0200769623,WAL-MAR associates,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,34159.15,6.056390291339209,"(0, 15]"
1757,1757,U001,0200794332,COST corporation,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAAX,U001,1,50166.57,6.056390291339209,"(0, 15]"
1758,1758,U001,0200752302,KROGER foundation,2020-02-01,2020.0,2020-03-11,20200308,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,19436.3,6.056390291339209,"(0, 15]"
1759,1759,U001,0200769623,WAL-MAR ,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,12083.63,6.056390291339209,"(0, 15]"
1760,1760,U001,0200772595,SAFEW systems,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,68247.0,6.056390291339209,"(0, 15]"
1761,1761,U001,0200744019,TARG corporation,2020-02-01,2020.0,2020-03-11,20200309,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,17720.98,6.056390291339209,"(0, 15]"
1762,1762,U001,0200705742,DOT systems,2020-02-06,2020.0,2020-03-11,20200311,2020-01-31 00:03:00,1.0,20200311.0,NAD1,U001,1,44054.51,6.056390291339209,"(0, 15]"
1763,1763,U001,0200726979,BJ'S  llc,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,1583.72,6.056390291339209,"(0, 15]"
1764,1764,U001,0200744019,TARG us,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,3387.21,6.056390291339209,"(0, 15]"
1765,1765,U001,0200769623,WAL-MAR systems,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,36063.42,6.056390291339209,"(0, 15]"
1766,1766,U001,0200769623,WAL-MAR us,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,74952.32,6.056390291339209,"(0, 15]"
1767,1767,U001,0200769623,WAL-MAR ,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,695.0,6.056390291339209,"(0, 15]"
1768,1768,U001,0200726979,BJ'S  systems,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,603.99,6.056390291339209,"(0, 15]"
1769,1769,U001,0200739534,OK co,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,86259.6,6.056390291339209,"(0, 15]"
1770,1770,U001,0200780383,MEIJ llc,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,4137.21,6.056390291339209,"(0, 15]"
1771,1771,U001,0200794332,COST associates,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAAX,U001,1,32715.47,6.056390291339209,"(0, 15]"
1772,1772,CA02,0140106408,WAL-M foundation,2020-01-27,2020.0,2020-03-11,20200311,2020-01-21 00:03:00,1.0,20200311.0,CA10,CA02,1,14847.288,6.056390291339209,"(0, 15]"
1773,1773,U001,0200526831,PERISH in,2020-02-01,2020.0,2020-03-11,20200312,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,99218.26,6.056390291339209,"(0, 15]"
1774,1774,U001,0200769623,WAL-MAR llc,2020-02-01,2020.0,2020-03-11,20200309,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,7162.27,6.056390291339209,"(0, 15]"
1775,1775,CA02,0140106408,WAL-M systems,2020-01-27,2020.0,2020-03-11,20200311,2020-01-21 00:03:00,1.0,20200311.0,CA10,CA02,1,28814.320000000003,6.056390291339209,"(0, 15]"
1776,1776,U001,0200762301,C&S WH corporation,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAC6,U001,1,7172.09,6.056390291339209,"(0, 15]"
1777,1777,U001,0200759878,SA llc,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,11669.6,6.056390291339209,"(0, 15]"
1778,1778,U001,0200900909,SYSCO co,2020-01-18,2020.0,2020-03-11,20200305,2020-01-12 00:04:00,1.0,20200311.0,NA32,U001,1,1884.23,6.056390291339209,"(0, 15]"
1779,1779,U001,0200974851,RESTA systems,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,1045.09,6.056390291339209,"(0, 15]"
1780,1780,U001,0200769623,WAL-MAR trust,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,44275.26,6.056390291339209,"(0, 15]"
1781,1781,U001,0200726979,BJ'S  ,2020-02-01,2020.0,2020-03-11,20200312,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,15759.28,6.056390291339209,"(0, 15]"
1782,1782,CA02,0140104440,SO systems,2020-01-29,2020.0,2020-03-11,20200311,2020-01-23 00:03:00,1.0,20200313.0,CA10,CA02,1,11655.648000000001,6.056390291339209,"(0, 15]"
1783,1783,CA02,0140104340,COLABOR  in,2020-01-28,2020.0,2020-03-11,20200311,2020-01-22 00:03:00,1.0,20200312.0,CA10,CA02,1,6077.472000000001,6.056390291339209,"(0, 15]"
1784,1784,U001,0200769623,WAL-MAR systems,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,661.11,6.056390291339209,"(0, 15]"
1785,1785,U001,0200759878,SA co,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,34892.86,6.056390291339209,"(0, 15]"
1786,1786,U001,0200769623,WAL-MAR corporation,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,7438.3,6.056390291339209,"(0, 15]"
1787,1787,U001,0200772595,SAFEW co,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,27047.57,6.056390291339209,"(0, 15]"
1788,1788,U001,0200769623,WAL-MAR trust,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,1898.9,6.056390291339209,"(0, 15]"
1789,1789,U001,0200769623,WAL-MAR corporation,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,18454.62,6.056390291339209,"(0, 15]"
1790,1790,U001,0200761734,H E BUT in,2020-01-21,2020.0,2020-03-11,20200311,2020-01-15 00:05:00,1.0,20200311.0,NAGD,U001,1,25441.73,6.056390291339209,"(0, 15]"
1791,1791,U001,0200726979,BJ'S  trust,2020-02-01,2020.0,2020-03-11,20200306,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,9222.81,6.056390291339209,"(0, 15]"
1792,1792,U001,0200290370,Other,2020-02-01,2020.0,2020-03-11,20200305,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,6234.6,6.056390291339209,"(0, 15]"
1793,1793,U001,0200772670,ASSOCIAT us,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAU5,U001,1,65178.42,6.056390291339209,"(0, 15]"
1794,1794,CA02,0140104472,Other,2020-01-29,2020.0,2020-03-11,20200311,2020-01-23 00:03:00,1.0,20200313.0,CA10,CA02,1,9701.568,6.056390291339209,"(0, 15]"
1795,1795,U001,0200769623,WAL-MAR co,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,14196.24,6.056390291339209,"(0, 15]"
1796,1796,U001,0200794332,COST corp,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAAX,U001,1,2620.38,6.056390291339209,"(0, 15]"
1797,1797,U001,Other,Other,2020-02-01,2020.0,2020-03-11,20200312,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,776.97,6.056390291339209,"(0, 15]"
1798,1798,U001,0200769623,WAL-MAR co,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,11110.49,6.056390291339209,"(0, 15]"
1799,1799,U001,0200418007,AM associates,2020-02-01,2020.0,2020-03-11,20200306,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,4859.35,6.056390291339209,"(0, 15]"
1800,1800,U001,0200769623,WAL-MAR trust,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,14393.06,6.056390291339209,"(0, 15]"
1801,1801,U001,0200980828,Other,2020-02-01,2020.0,2020-03-11,20200312,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,20709.84,6.056390291339209,"(0, 15]"
1802,1802,U001,0200739534,OK trust,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,27487.67,6.056390291339209,"(0, 15]"
1803,1803,U001,0200780383,MEIJ co,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,134955.18,6.056390291339209,"(0, 15]"
1804,1804,U001,0200148860,DOLLA co,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,15367.37,6.056390291339209,"(0, 15]"
1805,1805,U001,Other,Other,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,47033.64,6.056390291339209,"(0, 15]"
1806,1806,U002,0200501669,Other,2020-01-21,2020.0,2020-03-11,20200309,2020-01-15 00:04:00,1.0,20200311.0,NAG2,U002,1,17380.92,6.056390291339209,"(0, 15]"
1807,1807,U001,Other,Other,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,77488.25,6.056390291339209,"(0, 15]"
1808,1808,U001,Other,Other,2020-01-16,2020.0,2020-03-11,20200310,2020-01-10 00:04:00,1.0,20200311.0,Other,U001,1,35907.6,6.056390291339209,"(0, 15]"
1809,1809,U001,0200743123,KROGER trust,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,19436.31,6.056390291339209,"(0, 15]"
1810,1810,U001,0200726025,Other,2020-02-06,2020.0,2020-03-11,20200312,2020-01-31 00:03:00,1.0,20200311.0,NAD1,U001,1,12829.25,6.056390291339209,"(0, 15]"
1811,1811,U001,0200772670,ASSOCIAT trust,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAU5,U001,1,69246.39,6.056390291339209,"(0, 15]"
1812,1812,U001,0200769623,WAL-MAR associates,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,6521.74,6.056390291339209,"(0, 15]"
1813,1813,U001,0200726979,BJ'S  trust,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,407.41,6.056390291339209,"(0, 15]"
1814,1814,U001,0200743129,BROOKS ,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,57106.06,6.056390291339209,"(0, 15]"
1815,1815,U001,0200706844,WINC us,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,12657.87,6.056390291339209,"(0, 15]"
1816,1816,U001,0200769623,WAL-MAR llc,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,328.03,6.056390291339209,"(0, 15]"
1817,1817,U001,0200769623,WAL-MAR in,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,15816.87,6.056390291339209,"(0, 15]"
1818,1818,U001,0200769623,WAL-MAR us,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,15950.75,6.056390291339209,"(0, 15]"
1819,1819,U001,0200820380,SMITH'S in,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,41546.9,6.056390291339209,"(0, 15]"
1820,1820,U001,0100031704,DELHAIZE us,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,34519.87,6.056390291339209,"(0, 15]"
1821,1821,U001,Other,Other,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,48404.88,6.056390291339209,"(0, 15]"
1822,1822,U001,0200769623,WAL-MAR corp,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,8985.43,6.056390291339209,"(0, 15]"
1823,1823,U001,0200769623,WAL-MAR corporation,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,4321.22,6.056390291339209,"(0, 15]"
1824,1824,U001,Other,BAUGH SU ,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,49591.2,6.056390291339209,"(0, 15]"
1825,1825,U001,0200781803,JRD us,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,17166.92,6.056390291339209,"(0, 15]"
1826,1826,U001,0200726979,BJ'S  co,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,399.19,6.056390291339209,"(0, 15]"
1827,1827,U001,0200721222,Other,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,89507.53,6.056390291339209,"(0, 15]"
1828,1828,CA02,0140104429,COSTCO co,2020-01-28,2020.0,2020-03-11,20200311,2020-01-22 00:03:00,1.0,20200312.0,CA10,CA02,1,2731.536,6.056390291339209,"(0, 15]"
1829,1829,U001,0200769623,WAL-MAR foundation,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,184.71,6.056390291339209,"(0, 15]"
1830,1830,U001,0200782669,SYGMA ,2020-02-06,2020.0,2020-03-11,20200306,2020-01-31 00:03:00,1.0,20200311.0,NAD1,U001,1,3795.6,6.056390291339209,"(0, 15]"
1831,1831,U001,0200769623,WAL-MAR us,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,11384.14,6.056390291339209,"(0, 15]"
1832,1832,U001,0200762301,C&S WH trust,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAC6,U001,1,136790.64,6.056390291339209,"(0, 15]"
1833,1833,U001,0200778870,C us,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,23653.6,6.056390291339209,"(0, 15]"
1834,1834,U001,0200769623,WAL-MAR associates,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,12236.29,6.056390291339209,"(0, 15]"
1835,1835,U001,0200714710,SYSCO  corporation,2020-02-06,2020.0,2020-03-11,20200311,2020-01-31 00:03:00,1.0,20200311.0,NAD1,U001,1,70874.08,6.056390291339209,"(0, 15]"
1836,1836,U001,0200772670,ASSOCIAT associates,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAU5,U001,1,14088.88,6.056390291339209,"(0, 15]"
1837,1837,U001,0100031704,DELHAIZE systems,2020-02-01,2020.0,2020-03-11,20200309,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,13890.72,6.056390291339209,"(0, 15]"
1838,1838,U001,0200769623,WAL-MAR co,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAH4,U001,1,4652.81,6.056390291339209,"(0, 15]"
1839,1839,U001,CCCA02,KRAFT  trust,2020-01-21,2020.0,2020-03-11,20200306,2020-01-15 00:04:00,1.0,20200311.0,NAG2,U001,1,16551.36,6.056390291339209,"(0, 15]"
1840,1840,U001,0100036538,Other,2020-02-01,2020.0,2020-03-11,20200305,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,651.45,6.056390291339209,"(0, 15]"
1841,1841,U001,Other,Other,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,103125.0,6.056390291339209,"(0, 15]"
1842,1842,U001,0200794332,COST in,2020-02-01,2020.0,2020-03-11,20200310,2020-01-26 00:03:00,1.0,20200311.0,NAAX,U001,1,14204.38,6.056390291339209,"(0, 15]"
1843,1843,U001,0200726979,BJ'S  llc,2020-02-01,2020.0,2020-03-11,20200311,2020-01-26 00:03:00,1.0,20200311.0,NAA8,U001,1,853.89,6.056390291339209,"(0, 15]"
1844,1844,U001,Other,Other,2020-01-07,2020.0,2020-03-12,20200312,2020-01-01 00:04:00,1.0,20200312.0,NAD1,U001,1,42323.47,6.056390291339209,"(0, 15]"
1845,1845,U001,0200780383,MEIJ systems,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,103330.19,6.056390291339209,"(0, 15]"
1846,1846,U001,0200769623,WAL-MAR us,2020-02-02,2020.0,2020-03-12,20200310,2020-01-27 00:03:00,1.0,20200312.0,NAH4,U001,1,16552.34,6.056390291339209,"(0, 15]"
1847,1847,U001,0200769623,WAL-MAR corp,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAH4,U001,1,40729.73,6.056390291339209,"(0, 15]"
1848,1848,U001,0200769623,WAL-MAR in,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAH4,U001,1,39426.0,6.056390291339209,"(0, 15]"
1849,1849,U001,0200148860,DOLLA systems,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,15367.37,6.056390291339209,"(0, 15]"
1850,1850,U001,0200769623,WAL-MAR associates,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAH4,U001,1,221.58,6.056390291339209,"(0, 15]"
1851,1851,U001,0200705372,FR in,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,48814.01,6.056390291339209,"(0, 15]"
1852,1852,U001,0200762301,C&S WH co,2020-02-02,2020.0,2020-03-12,20200310,2020-01-27 00:03:00,1.0,20200312.0,NAC6,U001,1,22145.58,6.056390291339209,"(0, 15]"
1853,1853,U001,0200769623,WAL-MAR systems,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAH4,U001,1,269.94,6.056390291339209,"(0, 15]"
1854,1854,U001,0200741174,M B  us,2020-01-19,2020.0,2020-03-12,20200311,2020-01-13 00:04:00,1.0,20200312.0,NA32,U001,1,41631.42,6.056390291339209,"(0, 15]"
1855,1855,U001,0200769623,WAL-MAR llc,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAH4,U001,1,52725.5,6.056390291339209,"(0, 15]"
1856,1856,U001,0200718130,SYSCO F corporation,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,20501.94,6.056390291339209,"(0, 15]"
1857,1857,U001,0200920735,ALBERT trust,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,134931.35,6.056390291339209,"(0, 15]"
1858,1858,U001,0200797452,US  foundation,2020-01-07,2020.0,2020-03-12,20200310,2020-01-01 00:04:00,1.0,20200312.0,NAD1,U001,1,53374.58,6.056390291339209,"(0, 15]"
1859,1859,U001,0200799180,Other,2020-01-07,2020.0,2020-03-12,20200309,2020-01-01 00:04:00,1.0,20200312.0,NAD1,U001,1,14644.8,6.056390291339209,"(0, 15]"
1860,1860,U001,0200781803,JRD llc,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,22457.22,6.056390291339209,"(0, 15]"
1861,1861,U001,0200974851,RESTA llc,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,174.73,6.056390291339209,"(0, 15]"
1862,1862,U001,0200769623,WAL-MAR co,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAH4,U001,1,7492.25,6.056390291339209,"(0, 15]"
1863,1863,U001,Other,US  us,2020-02-02,2020.0,2020-03-12,20200309,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,9106.76,6.056390291339209,"(0, 15]"
1864,1864,U001,0200772670,ASSOCIAT in,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAU5,U001,1,73481.25,6.056390291339209,"(0, 15]"
1865,1865,U001,0200794332,COST corporation,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAAX,U001,1,78492.47,6.056390291339209,"(0, 15]"
1866,1866,U001,0200747369,Other,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,120103.78,6.056390291339209,"(0, 15]"
1867,1867,U001,Other,Other,2020-01-28,2020.0,2020-03-12,20200311,2020-01-22 00:03:00,1.0,20200312.0,NA10,U001,1,106525.44,6.056390291339209,"(0, 15]"
1868,1868,CA02,0140106408,WAL-M systems,2020-01-28,2020.0,2020-03-12,20200312,2020-01-22 00:03:00,1.0,20200312.0,CA10,CA02,1,67726.664,6.056390291339209,"(0, 15]"
1869,1869,U001,0200769623,WAL-MAR trust,2020-02-02,2020.0,2020-03-12,20200313,2020-01-27 00:03:00,1.0,20200312.0,NAH4,U001,1,45891.77,6.056390291339209,"(0, 15]"
1870,1870,U001,Other,Other,2020-01-28,2020.0,2020-03-12,20200309,2020-01-22 00:03:00,1.0,20200312.0,NA10,U001,1,8808.47,6.056390291339209,"(0, 15]"
1871,1871,U001,0200711029,WEGMAN in,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,82183.95,6.056390291339209,"(0, 15]"
1872,1872,U001,0200762301,C&S WH systems,2020-01-22,2020.0,2020-03-12,20200311,2020-01-16 00:05:00,1.0,20200312.0,NAGD,U001,1,3785.81,6.056390291339209,"(0, 15]"
1873,1873,U001,0200759082,Other,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,22983.35,6.056390291339209,"(0, 15]"
1874,1874,U001,0200705742,DOT us,2020-01-21,2020.0,2020-03-12,20200312,2020-01-15 00:04:00,1.0,20200312.0,Other,U001,1,25239.22,6.056390291339209,"(0, 15]"
1875,1875,U001,0200974851,RESTA corp,2020-01-07,2020.0,2020-03-12,20200312,2020-01-01 00:04:00,1.0,20200312.0,NAD1,U001,1,1170.9,6.056390291339209,"(0, 15]"
1876,1876,U001,0200707822,PUBLI us,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,55219.16,6.056390291339209,"(0, 15]"
1877,1877,U001,0200794332,COST trust,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAAX,U001,1,8206.89,6.056390291339209,"(0, 15]"
1878,1878,U001,0200891601,Other,2020-01-17,2020.0,2020-03-12,20200310,2020-01-11 00:04:00,1.0,20200312.0,Other,U001,1,51096.85,6.056390291339209,"(0, 15]"
1879,1879,U001,0200778355,US  corporation,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,47054.66,6.056390291339209,"(0, 15]"
1880,1880,U001,0200759878,SA ,2020-02-02,2020.0,2020-03-12,20200310,2020-01-27 00:03:00,1.0,20200312.0,NAH4,U001,1,14610.09,6.056390291339209,"(0, 15]"
1881,1881,U001,0200726979,BJ'S  us,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,858.05,6.056390291339209,"(0, 15]"
1882,1882,U001,0200799342,Other,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,2183.3,6.056390291339209,"(0, 15]"
1883,1883,U001,0200769623,WAL-MAR corporation,2020-02-02,2020.0,2020-03-12,20200312,2020-01-27 00:03:00,1.0,20200312.0,NAH4,U001,1,20775.1,6.056390291339209,"(0, 15]"
1884,1884,U001,0200915438,GROC trust,2020-02-02,2020.0,2020-03-12,20200305,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,14240.5,6.056390291339209,"(0, 15]"
1885,1885,U001,0200762950,HAR us,2020-01-22,2020.0,2020-03-12,20200311,2020-01-16 00:05:00,1.0,20200312.0,NAGD,U001,1,18732.65,6.056390291339209,"(0, 15]"
1886,1886,U001,0200792293,UNIFIE co,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,69643.94,6.056390291339209,"(0, 15]"
1887,1887,U001,0200705742,DOT co,2020-02-02,2020.0,2020-03-12,20200310,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,3124.96,6.056390291339209,"(0, 15]"
1888,1888,U001,0200714710,SYSCO  ,2020-02-02,2020.0,2020-03-12,20200311,2020-01-27 00:03:00,1.0,20200312.0,NAA8,U001,1,278.6,6.056390291339209,"(0, 15]"
